,t,blocked mean,interleaved mean,early mean,middle mean,late mean,instructed mean,blocked stddev,interleaved stddev,early stddev,middle stddev,late stddev,instructed stddev
13,13,0.9175993293036836,0.5328538738149722,0.9200643245917864,0.6358104370274756,0.5416666666666666,0.6231884057971014,0.2750871646036877,0.5036943920605892,0.2743217846635508,0.4793894288992936,0.5014305405344289,0.4881371936900501
14,14,0.92304795898367,0.6470673635307782,0.8681496461071788,0.5776044324560764,0.5796934865900383,0.654320987654321,0.2667436991515105,0.482022036550917,0.3421032140762035,0.4959177960025387,0.499152336518043,0.4785523437190672
15,15,0.9133551725775052,0.4855472013366751,0.9513105701174458,0.5754208754208754,0.6619385342789598,0.59375,0.2718945506663652,0.5032644833091106,0.2155246316088535,0.480259090997008,0.4798075711820193,0.4950148306259949
16,16,0.9159696613659364,0.6924603174603174,0.8967441860465116,0.6250164929410212,0.6214965986394557,0.647887323943662,0.26897790997317955,0.465973390215537,0.30533327830493,0.4851508283361768,0.4915156508739285,0.4810284087035601
17,17,0.9310734463276836,0.4850367789392179,0.9590339892665474,0.5580723624201885,0.6432360742705571,0.618421052631579,0.2484926942751428,0.504740257634846,0.19960920875843288,0.4940426541080679,0.4849153019898254,0.4890018476627097
18,18,0.8780065772830761,0.606562137049942,0.9502713178294572,0.5845044148737719,0.643939393939394,0.8115942028985508,0.31807997377918235,0.4924056114411585,0.21749913463951934,0.49821143572893395,0.4810675345880676,0.3939006413551736
19,19,0.9190624846771164,0.5687331536388139,0.9443344878772884,0.6350765478932394,0.6611721611721612,0.5774647887323944,0.274565385671888,0.4713722731916411,0.2315264526580997,0.4523708696155903,0.4779190533685715,0.4974785517554906
20,20,0.8884424313267095,0.6322731220147635,0.9522003577817532,0.5110513165481453,0.5739130434782608,0.6811594202898551,0.3102552386801223,0.48382321882130297,0.2134481030719164,0.5025006223184838,0.5000652392325423,0.469441270623243
21,21,0.9294298921417566,0.5342668982486611,0.9373938722775932,0.5259740259740261,0.5643224699828474,0.5303030303030303,0.2576950865554635,0.5036659127747388,0.2440878219111836,0.5039682087589382,0.5002489490946691,0.5029053120754968
22,22,0.9343671114316624,0.6904761904761905,0.9202814888119192,0.6135660005629046,0.5744872661708361,0.676056338028169,0.2383327627540331,0.4639150085114076,0.273562733688183,0.484827140613893,0.5005307947848706,0.471309661242674
23,23,0.9145454319360335,0.5192425508214982,0.949970685948798,0.5611150262313053,0.6313725490196078,0.6438356164383562,0.28156988552181017,0.4986367524899192,0.22004445675165296,0.500759068189704,0.4877523944398714,0.4821785922507986
24,24,0.9417972497601536,0.6271755455428925,0.9335548172757474,0.5584634220997857,0.625,0.6142857142857143,0.2263710606567107,0.4880575172376965,0.25183708710233665,0.5016282619049787,0.4868018334276805,0.4902781565677318
25,25,0.9577137043530968,0.5887175566033729,0.9047310927568228,0.5614141414141415,0.7108225108225109,0.5571428571428572,0.20082086749611594,0.4946965509459468,0.29534366885331537,0.4990130286134603,0.4598422392346062,0.5003104626191732
26,26,0.9501944383300316,0.5824829931972789,0.9791475224429208,0.5408273166061669,0.6022927689594355,0.7014925373134329,0.21831329830675064,0.4977702036522758,0.14440557518664526,0.5003932284983863,0.4953771303571192,0.4610569337463495
27,27,0.9437432383699964,0.6220488195278112,0.903654485049834,0.5886287625418061,0.617816091954023,0.578125,0.2233944016059352,0.4886493567384232,0.2982324686403616,0.4950290375270168,0.4828576897810728,0.4977628523130841
28,28,0.957877153223318,0.5838624338624339,0.8796764408493427,0.5694879832810867,0.7070707070707071,0.6621621621621622,0.20041198489360867,0.4911238340513571,0.32732297852868186,0.4999460918675943,0.4596970289007553,0.4762014949096287
29,29,0.9406514000318792,0.5265462506841817,0.9618483052135579,0.5986156700442415,0.6666666666666666,0.5675675675675675,0.2365121798190552,0.5038659185667671,0.1934174887973011,0.4873145644236115,0.4773088994953237,0.4987952906227433
30,30,0.9597835956416464,0.5753968253968254,0.9565231733465279,0.6088050314465409,0.6182010582010582,0.7878787878787878,0.19593731938626505,0.4987400596587728,0.2061776071313742,0.4915183724523784,0.4898364633738251,0.4119429204355498
31,31,0.9573974474518124,0.5165246108642335,0.9246123253013172,0.6242018850714502,0.582293523469994,0.6615384615384615,0.2017878555139939,0.4975626084229869,0.2605588924828747,0.4828550363102394,0.4895513968015994,0.4768687934367756
32,32,0.9531193653083304,0.6806418219461697,0.9574907313784968,0.554422366801477,0.6138095238095238,0.6142857142857143,0.2064022270991224,0.4692209529785599,0.2026577561714428,0.5009581673622686,0.4883849531777679,0.4902781565677319
33,33,0.953405565795981,0.5640107895009856,0.9791172282866636,0.5454545454545454,0.66,0.5789473684210527,0.20926940316302128,0.4994799333384856,0.14307474716126994,0.4996341094318048,0.4794150778633117,0.4970085953579164
34,34,0.9352300242130748,0.6435965690624076,0.9333333333333332,0.6022727272727273,0.6042228212039533,0.7205882352941176,0.2470739432112469,0.4752527848122164,0.25226248955475644,0.4917167951307553,0.494398910798295,0.4520463665062094
35,35,0.9424266881894,0.5310685249709639,0.9265595014547781,0.5063241106719368,0.6333333333333333,0.5,0.2304708196948885,0.5032282527485334,0.2620057372384045,0.5043285265723224,0.4849691871941657,0.5035088149780135
36,36,0.9735593220338984,0.6423712342079688,0.9206673724946152,0.5458485564868544,0.6669182389937106,0.6901408450704225,0.1588762902941011,0.4844798089163442,0.2729739850933639,0.5028863930935705,0.4774612109925835,0.4657267529901027
37,37,0.9654370222665336,0.5188935358426884,0.9484883720930232,0.5363636363636364,0.6466666666666666,0.4927536231884058,0.17982141505969051,0.501277474187109,0.2230783743691216,0.4987740071456026,0.4826106373463782,0.503610155185335
