,t,blocked mean,interleaved mean,early mean,middle mean,late mean,instructed mean,blocked stddev,interleaved stddev,early stddev,middle stddev,late stddev,instructed stddev
38,38,0.9521002210759026,0.5896069704757726,0.9696250593260559,0.548051948051948,0.627763041556145,0.5857142857142857,0.20841277407343053,0.4961400058263213,0.17305653640290608,0.5025937135233721,0.4850181723966647,0.4961549881405293
39,39,0.9667412855772306,0.5754621848739495,0.9418878248974007,0.5360269360269361,0.7222222222222222,0.6081081081081081,0.176612324086182,0.4922111940656141,0.2328990972046013,0.5012230889258631,0.4472711399127867,0.4915050291014204
40,40,0.21640251658816653,0.6639648767308343,0.2139183852566916,0.6058647580386711,0.6513409961685824,0.676923076923077,0.4095937265635789,0.4770189075811804,0.4140763423172791,0.4944635311371491,0.4817191389322553,0.4712911887733364
41,41,0.5645480225988702,0.6543513957307061,0.5382649768990527,0.5227086285330749,0.6659649122807019,0.5507246376811594,0.4992164868889705,0.4798580311422805,0.5009803334429704,0.5024609039658008,0.4616710987811571,0.5010645104662311
42,42,0.7216572504708099,0.5956457628588776,0.7311936402467965,0.4761749878028949,0.6380952380952379,0.6811594202898551,0.4436072364097005,0.4869997796801409,0.44401384400870497,0.5046969993457557,0.4838781868242441,0.469441270623243
43,43,0.8380952380952379,0.5443422114608556,0.8148193963384464,0.5529502210263311,0.7628205128205129,0.582089552238806,0.3597228965992351,0.5022200015379388,0.39227097190353216,0.4991749868013147,0.4305190033549349,0.4969377051180343
44,44,0.8347120520141409,0.6052934662236988,0.8808070812029247,0.4752066115702479,0.6455257882267177,0.6567164179104478,0.3710318614072463,0.49367154432165206,0.3271785602758187,0.5040658208575248,0.4812931673423141,0.4783886718903729
45,45,0.9031928337793635,0.6182472989195679,0.823920265780731,0.5711462450592886,0.7249738766980146,0.5671641791044776,0.2954312145238881,0.4892577969738559,0.3815137342475562,0.4955550378866061,0.4495799258514559,0.4992078754785887
46,46,0.8690046880634692,0.6519010705057217,0.9256556160316676,0.5559170036926323,0.59958071278826,0.6621621621621622,0.3361429130745704,0.48103362860702703,0.2599848305023463,0.5011145940985233,0.4943525196670034,0.4762014949096288
47,47,0.89882372466444,0.559047619047619,0.8785002373042242,0.5935828877005348,0.7111111111111111,0.5394736842105263,0.2994858823781941,0.5012837060889492,0.3274535343466776,0.4924642204296281,0.4550656223894803,0.5017513188472077
48,48,0.8864406779661016,0.633506759439186,0.9181395348837208,0.5646210655881835,0.6873755475906014,0.7432432432432432,0.31038806674846525,0.4866914454442146,0.2744150658889685,0.4995984933556081,0.4623498593023168,0.4398259559519689
49,49,0.9336572820615544,0.5207250433160069,0.9326934908330256,0.6835799859055673,0.6482758620689655,0.6388888888888888,0.2507250061555396,0.5038163620266171,0.2516779614869157,0.4697685397920449,0.4821877963967097,0.4836934064302512
50,50,0.9199570153319075,0.6499278499278499,0.9197265917172018,0.6797713156408808,0.6965811965811965,0.7101449275362319,0.27376098309120056,0.4786343229846236,0.2723817607770638,0.4709278098924982,0.4646973730122807,0.4570187689337444
