,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,skipt1,b_mse1,b_mse2,i_mse1,i_mse2
0,3.3271935760949534,95.63229347455255,95.63229347455255,0.0844841555151333,0,1,1.0,1.0,False,0.07400791765985495,0.007200176799777369,0.01890712856707877,0.033968835046661455
0,3.661678679627941,84.52426614123739,84.52426614123739,0.0885544407214459,0,1,1.0,1.0,False,0.0726021691994834,0.0067421140088325445,0.018049086622444404,0.03146355906154465
0,0.8916332491775564,87.23965255891792,87.23965255891792,0.0182960702002094,0,1,1.0,1.0,False,0.0778731921393715,0.006599277882436705,0.018173511943052827,0.032894611829936124
0,4.526733121520144,88.94861303633323,88.94861303633323,0.1136025970031113,0,1,1.0,1.0,False,0.0754119309990334,0.006881840479304415,0.019073343327993354,0.03354253159883573
0,3.432603481363832,68.40948640221248,68.40948640221248,0.0945878847732857,0,1,1.0,1.0,False,0.07396607332959029,0.006331214329468035,0.018195535237922354,0.03425323710008167
0,4.416639513240409,93.29853723365808,93.29853723365808,0.0904524294330663,0,1,1.0,1.0,False,0.07663774498966136,0.006997396007341046,0.01774624067141452,0.03074977015015885
0,2.9718795109439125,97.8735464973041,97.8735464973041,0.0501084847814755,0,1,1.0,1.0,False,0.07075257230292824,0.006396558339340567,0.013986357102911202,0.03230838964770426
0,4.084080312198494,69.67568189862709,69.67568189862709,0.0990368620806072,0,1,1.0,1.0,False,0.07221340505553679,0.00624049986827907,0.01611427500980747,0.0331214157127905
0,3.95469637618467,95.6938699757052,95.6938699757052,0.0811946700733693,0,1,1.0,1.0,False,0.07815500300621506,0.007523398115121338,0.016744399868129114,0.03333410455213819
0,4.928103377103307,90.99610395848072,90.99610395848072,0.0958898268586295,0,1,1.0,1.0,False,0.07694955686200318,0.0063299681479241695,0.017531263098945604,0.03096972935858281
0,3.8017136266173535,63.38457880192559,63.38457880192559,0.1002863208859102,0,1,1.0,1.0,False,0.07943881870133078,0.0067437934502523,0.016014696901646665,0.030948404974006728
0,4.2804090942609845,61.242560716362775,61.242560716362775,0.1154429014164231,0,1,1.0,1.0,False,0.07861046801185602,0.0066471617434197515,0.016003240208392156,0.03324639723505492
0,2.9823337621341146,83.80949812656134,83.80949812656134,0.0535605576108788,0,1,1.0,1.0,False,0.07193027788497533,0.006245285429699681,0.013185697398723686,0.03219895801683012
0,4.985314324772504,93.95834761979268,93.95834761979268,0.1389070644661963,0,1,1.0,1.0,False,0.0758810174621702,0.0066592440469756395,0.01846549810818305,0.03446441917142789
0,4.541588908082327,92.26538262459366,92.26538262459366,0.1008763948493711,0,1,1.0,1.0,False,0.07935537775329043,0.0069462632080911505,0.017774884914256023,0.0339122888484309
0,4.880837668861332,82.55351097755354,82.55351097755354,0.0818089754169696,0,1,1.0,1.0,False,0.07172332084442244,0.006458288553746582,0.013091531568980819,0.025770795722061993
0,0.6051513942666797,84.41389973256109,84.41389973256109,0.0110113381775909,0,1,1.0,1.0,False,0.07786899409353082,0.006502583292655348,0.015528494450168044,0.03045083962164127
0,2.6686753498043974,96.58376506075452,96.58376506075452,0.0558456741522308,0,1,1.0,1.0,False,0.07532893732084295,0.007378634484764304,0.017900071544276464,0.03414912560633982
0,4.146992309621922,64.76993064700737,64.76993064700737,0.1126276590616252,0,1,1.0,1.0,False,0.07218820480873457,0.0063952212829952336,0.01829078477878526,0.032496554747199605
0,4.469930573808682,95.52110612633392,95.52110612633392,0.0926001627278168,0,1,1.0,1.0,False,0.0727171469853266,0.006468472981838363,0.01724902823605057,0.034771115401583785
0,4.4898332719780445,62.66446897647345,62.66446897647345,0.1239672427373528,0,1,1.0,1.0,False,0.0759584811983739,0.0061227526164735644,0.017649619977325816,0.031516483160766086
0,4.884419901958482,85.84312833554073,85.84312833554073,0.08380376308435,0,1,1.0,1.0,False,0.0737987488621927,0.006302678310064675,0.01563817840348776,0.02882007999219215
0,2.6235503770234154,87.11864668671456,87.11864668671456,0.0428801882566887,0,1,1.0,1.0,False,0.07008796989613687,0.006146498128213453,0.013196766913124977,0.02633557152458491
0,4.540188579872352,82.76605562573886,82.76605562573886,0.1278900403156569,0,1,1.0,1.0,False,0.08176822360458394,0.006810615412487835,0.018670010554332657,0.03381932728561906
0,2.049211507714695,92.01976575760996,92.01976575760996,0.0305495847718443,0,1,1.0,1.0,False,0.07098612565457754,0.006288065446993313,0.01237032659321694,0.02728372703571079
0,3.0725474746515897,73.79564405590615,73.79564405590615,0.0837737628273332,0,1,1.0,1.0,False,0.0733920966621959,0.006615543497325651,0.018307459688243752,0.03212185557928753
0,4.209435072819684,90.62127630578787,90.62127630578787,0.1207283481034519,0,1,1.0,1.0,False,0.07625353541304244,0.006845651777870676,0.018816969325392213,0.03420377437804343
0,1.936471993916578,79.21854681008038,79.21854681008038,0.0438031661545463,0,1,1.0,1.0,False,0.0752053382363172,0.006517000089301648,0.017452276081675943,0.034326769920799804
0,1.8174250371854217,80.53382593814614,80.53382593814614,0.0385625567516042,0,1,1.0,1.0,False,0.0762873505235037,0.006509316545573232,0.018559384727044295,0.030587912412797725
0,3.861113532353781,80.43240084782866,80.43240084782866,0.1159293634039235,0,1,1.0,1.0,False,0.07841171219575649,0.007145256206532386,0.018292935922023874,0.034119444359701774
0,1.4447873140643477,92.3832740298491,92.3832740298491,0.0209564580972101,0,1,1.0,1.0,False,0.06491829793139903,0.006627367024744752,0.012082161313513518,0.02881992553126211
0,3.964884007828036,75.68220874993841,75.68220874993841,0.0945306820905102,0,1,1.0,1.0,False,0.0782319037103024,0.006754090206728018,0.01841081888606077,0.03265075139092756
0,2.180740284231329,96.2795762361821,96.2795762361821,0.0474836526758864,0,1,1.0,1.0,False,0.08377154002385186,0.008023069881014293,0.017964907438931234,0.0345939161986934
0,2.8203800575612177,73.44084718101925,73.44084718101925,0.0682541400425852,0,1,1.0,1.0,False,0.07462333503413021,0.006632564197393487,0.014959303271809778,0.03039315850453084
0,2.9781833946622966,91.73510798454907,91.73510798454907,0.0687399472869884,0,1,1.0,1.0,False,0.0781365147256345,0.007090951589274415,0.018695768782706998,0.03384591074103534
0,3.454731566611392,71.38596899594768,71.38596899594768,0.0879959654841755,0,1,1.0,1.0,False,0.07967152341076648,0.00677085251242277,0.01815915086743206,0.03336563232350855
0,4.489150080227197,85.075464386814,85.075464386814,0.0841272678322184,0,1,1.0,1.0,False,0.07777558250053736,0.006428002380007804,0.016470333288945073,0.0318507715663721
0,4.6126723416249895,93.89544824780153,93.89544824780153,0.1025465280329435,0,1,1.0,1.0,False,0.07420446368748704,0.0069062695362255115,0.018685496411093117,0.034362567597081395
0,2.6673201374311817,81.22703858284855,81.22703858284855,0.0519044008044985,0,1,1.0,1.0,False,0.0636718182346667,0.006693730005351705,0.01573240432245634,0.025575366800796293
0,3.892380981421456,97.2018388843936,97.2018388843936,0.0745410958263567,0,1,1.0,1.0,False,0.07830615081038975,0.007305716500154602,0.01705367600296339,0.032321632423176976
0,1.4719679431187516,93.25304868343147,93.25304868343147,0.027233708653098,0,1,1.0,1.0,False,0.07530296484483656,0.006754593088304019,0.016463293522641802,0.03208866332500954
0,4.982036144540652,82.73800372139429,82.73800372139429,0.1222066597456304,0,1,1.0,1.0,False,0.0743028829917831,0.006341609783068347,0.01835928703138091,0.03281819601078868
0,3.76616124118291,95.40621242244856,95.40621242244856,0.0746268649219132,0,1,1.0,1.0,False,0.0779775697043155,0.0067752681861327595,0.016710890712561054,0.03277143909539957
0,4.976786587993925,80.65962356958804,80.65962356958804,0.1253854531699103,0,1,1.0,1.0,False,0.07786286111871109,0.007334898201432019,0.017979900037948512,0.0336409399686471
0,2.0173641462670897,94.09283468716949,94.09283468716949,0.0510844662861117,0,1,1.0,1.0,False,0.08201701488306615,0.007175303901191745,0.018977801748596188,0.03338495331462646
0,2.1568435879612338,82.13946042040276,82.13946042040276,0.0445138600723271,0,1,1.0,1.0,False,0.07363805614007485,0.006758478353756077,0.01657904371466268,0.0318890330344761
0,2.738291847645346,85.0551470709057,85.0551470709057,0.066175765169285,0,1,1.0,1.0,False,0.07274386143858447,0.006560995617453913,0.017629445754077655,0.034358243163847016
0,4.065449568484998,93.06695657183025,93.06695657183025,0.0854547832632874,0,1,1.0,1.0,False,0.07765835014779449,0.006580531537948484,0.018467749179704923,0.033480291043405455
0,1.3708130824288334,98.63148899849288,98.63148899849288,0.0281038135436516,0,1,1.0,1.0,False,0.07415443411347411,0.006783173526673597,0.018477878785490343,0.03378086329269823
0,3.359840196497626,86.92165382316368,86.92165382316368,0.090470798568744,0,1,1.0,1.0,False,0.07477916771430224,0.006444763403058959,0.018897116905859476,0.0335722382037485
0,4.650165557433991,64.65511035664701,64.65511035664701,0.1450755407720436,0,1,1.0,1.0,False,0.07372625509833355,0.006244302928812333,0.018016885163330512,0.03280916581521156
0,4.756800769140224,96.98495575998189,96.98495575998189,0.0705072441027547,0,1,1.0,1.0,False,0.06683366889411566,0.006319953325701559,0.01312967990731349,0.026956864073521106
0,4.427967538886627,93.15020566552386,93.15020566552386,0.0886938001836701,0,1,1.0,1.0,False,0.07080753941208938,0.006273782095934491,0.018348581048085816,0.03177416694620907
0,2.051017738790791,88.29889762966982,88.29889762966982,0.0470358729381216,0,1,1.0,1.0,False,0.07792474151964851,0.0067732620946568435,0.017710982817572586,0.035225607119801876
0,3.0949508558887304,69.95135969775208,69.95135969775208,0.0819068800382975,0,1,1.0,1.0,False,0.0753211872538585,0.006168990322192971,0.01835819308726762,0.03482818316837849
0,3.857088280672021,89.16089531952305,89.16089531952305,0.0787251021386535,0,1,1.0,1.0,False,0.08249720850353849,0.006887356662001224,0.01680256633621725,0.02766442556850847
0,4.225599039197801,95.5302437212516,95.5302437212516,0.0652476096689606,0,1,1.0,1.0,False,0.06436636006673742,0.0063341334533589255,0.011477330346943506,0.02655773484641444
0,1.839135692496084,94.36501135903087,94.36501135903087,0.0455624069169348,0,1,1.0,1.0,False,0.07909936791245503,0.007632271751634227,0.019351774321791946,0.032952267908696854
0,4.700291693181959,90.35955792170316,90.35955792170316,0.1027160735011063,0,1,1.0,1.0,False,0.07357014721689872,0.0062356312657631556,0.017948075702387732,0.03319144965332633
0,2.237081512861663,82.99524764260076,82.99524764260076,0.0537759438773599,0,1,1.0,1.0,False,0.0699045909708583,0.00632542636739773,0.01649833378210546,0.03113626908398225
0,3.668466922719107,99.4525613412274,99.4525613412274,0.0659322129601726,0,1,1.0,1.0,False,0.07530787141280096,0.006912079879165667,0.014657783193357253,0.02933437078975814
0,4.16677485078109,92.7283089401113,92.7283089401113,0.1014652303455718,0,1,1.0,1.0,False,0.07627837053854404,0.007183055199330672,0.017083194208439914,0.0355716090112177
0,4.4395739969299255,93.74347238127116,93.74347238127116,0.1003230086939868,0,1,1.0,1.0,False,0.07938903338010869,0.007493043076924038,0.017709889455282162,0.033375562691162514
0,4.18544336225799,92.06184321360558,92.06184321360558,0.1023250349152677,0,1,1.0,1.0,False,0.07285588005239838,0.007032834813720066,0.019109839548347832,0.03398395207010292
0,3.115620898707268,91.17534576450775,91.17534576450775,0.0622299787822915,0,1,1.0,1.0,False,0.06934146248166348,0.00653091118522854,0.017341054780105947,0.03298579555582617
0,1.861807873633408,92.44790890469726,92.44790890469726,0.0405412903030864,0,1,1.0,1.0,False,0.07432647235503871,0.006693497922954812,0.018465180829515898,0.03429730253351788
0,3.4966109002971275,74.97134663325276,74.97134663325276,0.0832033017196771,0,1,1.0,1.0,False,0.07498935896962124,0.006372629040722348,0.019466400461915966,0.03205841931712685
0,3.932179643436567,93.21534916223727,93.21534916223727,0.075812188895797,0,1,1.0,1.0,False,0.07131671169700227,0.006485637736481861,0.01871131263183501,0.03212837299123503
0,4.971117527492436,90.54221517886626,90.54221517886626,0.1083234500262749,0,1,1.0,1.0,False,0.0750812547579391,0.006271431485727747,0.018435735927742773,0.034677501678247485
0,4.2771261506171685,88.73064926533083,88.73064926533083,0.1101909187777052,0,1,1.0,1.0,False,0.07803602296739483,0.0073036499155070935,0.018601397702855727,0.035484903332572426
0,4.69679039412593,51.54943290156035,51.54943290156035,0.1490440021757053,0,1,1.0,1.0,False,0.0822699264691483,0.0068316186815487265,0.017988299700766177,0.03469217265832148
0,4.746999107923256,96.2599581701169,96.2599581701169,0.1158384554296644,0,1,1.0,1.0,False,0.08071772146016029,0.006704354527155117,0.01792307960928706,0.03366502482108417
0,3.1483736681163754,72.2188273007756,72.2188273007756,0.0835200507525976,0,1,1.0,1.0,False,0.08043112943117423,0.006632685612220535,0.016753054422747094,0.03275006939401833
0,3.65350905896384,92.25985086980393,92.25985086980393,0.0420892144810221,0,1,1.0,1.0,False,0.0658853320510997,0.0069720003662941355,0.011306134093933978,0.01933904263558535
0,4.678335974989324,94.60610258237683,94.60610258237683,0.1079183280284469,0,1,1.0,1.0,False,0.0775927211453931,0.007402211723779194,0.018387590713117356,0.034693646938909486
0,1.7659788409080013,55.33771411144906,55.33771411144906,0.0403643508072604,0,1,1.0,1.0,False,0.06677682494237276,0.006716234476038671,0.013725761326601874,0.030164100577589902
0,3.1225681469634647,72.28666934495881,72.28666934495881,0.0861843716788374,0,1,1.0,1.0,False,0.0766791904189303,0.006375026096282592,0.01867400852640242,0.03159952392446125
0,4.745418820348567,89.30026006700083,89.30026006700083,0.0746459497769067,0,1,1.0,1.0,False,0.07172611663756996,0.006410690214456535,0.011832680145506695,0.0260082616062957
0,2.63070839122975,77.96499281980618,77.96499281980618,0.0631107950132241,0,1,1.0,1.0,False,0.0778895772264317,0.006603215002735711,0.01814737223436022,0.033905341907424884
0,4.274624499376606,93.58947990703297,93.58947990703297,0.0974255533975659,0,1,1.0,1.0,False,0.08100139532714679,0.007042605351270217,0.018886196016199886,0.03465464255944267
0,1.9367055647939024,94.45956253136757,94.45956253136757,0.0352252542933395,0,1,1.0,1.0,False,0.07135635027784908,0.006411296964951841,0.017073441911305998,0.03219298250974631
0,3.078650865158776,80.14390347581801,80.14390347581801,0.0805113003027944,0,1,1.0,1.0,False,0.07627310548365081,0.006701616010524773,0.01913155595085087,0.03338449699825782
0,4.452321986172837,74.9227394594609,74.9227394594609,0.1214667054887654,0,1,1.0,1.0,False,0.07627201020813708,0.006357062311460402,0.01916864542212018,0.03416193623279934
0,4.279401301133586,96.38097199657832,96.38097199657832,0.0857057293132602,0,1,1.0,1.0,False,0.07617156872219011,0.0066547904532434,0.01799638440889377,0.033292705774408356
0,4.728231490208142,86.76610260405688,86.76610260405688,0.0890253978047986,0,1,1.0,1.0,False,0.07339251113933606,0.006198220123829896,0.015173611466197206,0.031042354937324355
0,1.1993725856783854,78.2188878449045,78.2188878449045,0.0349498797067361,0,1,1.0,1.0,False,0.07711342539593083,0.007853050840211612,0.018753075115036436,0.03440040330496951
0,2.499714659836068,93.35697025888696,93.35697025888696,0.0547898486597081,0,1,1.0,1.0,False,0.07518785720788955,0.006554975027136627,0.01804260086018765,0.03348172247313421
0,3.9435653668745543,60.06455868840632,60.06455868840632,0.1363165081817334,0,1,1.0,1.0,False,0.07837668785537157,0.006825379817463226,0.01895796256987625,0.0336643035131348
0,4.772205868879046,59.49635193324053,59.49635193324053,0.1474728439584592,0,1,1.0,1.0,False,0.07783820221431266,0.006074865756276163,0.017775814310884788,0.03356538744993802
0,2.2117884611093337,84.63546558847169,84.63546558847169,0.0544223628302574,0,1,1.0,1.0,False,0.07578854098060735,0.007138941878389653,0.018908756151454088,0.03376828840839264
0,3.034236223752572,80.27717445447199,80.27717445447199,0.0848761797671747,0,1,1.0,1.0,False,0.07361390348085003,0.006436528520629819,0.018742650865975933,0.03397291305728701
0,2.00635483937684,91.6891420725716,91.6891420725716,0.049861030095054,0,1,1.0,1.0,False,0.07898967520516657,0.006983993521016961,0.020067095152843547,0.03354288068880742
0,4.034404405818374,98.6009459895642,98.6009459895642,0.0799777047488812,0,1,1.0,1.0,False,0.08021878645905182,0.007163329328640684,0.018734573608318924,0.03208073663094663
0,2.0170521310071594,97.18245403170894,97.18245403170894,0.0481784728277129,0,1,1.0,1.0,False,0.07396194716576304,0.006877330848227339,0.017597382353652123,0.03350412614367285
0,3.9160638943842576,88.21138946114769,88.21138946114769,0.0682860473100108,0,1,1.0,1.0,False,0.06463387005729164,0.00621451505644046,0.015859226532851038,0.028127332903535036
0,4.824217397925143,74.58162506800777,74.58162506800777,0.1127880142758574,0,1,1.0,1.0,False,0.07281344986021779,0.006372314746464105,0.01821909567777447,0.03355260712512684
0,3.207198982900627,81.40816262379799,81.40816262379799,0.0859732459520395,0,1,1.0,1.0,False,0.0771951658426473,0.0064564867494358354,0.01864896850454407,0.03461332742301893
0,3.437190892395348,75.5125852720266,75.5125852720266,0.0651402996538721,0,1,1.0,1.0,False,0.07123646290806661,0.006465762218108398,0.011944115542752551,0.02640106989541243
0,3.88029537964966,93.95604999815822,93.95604999815822,0.0684516775004639,0,1,1.0,1.0,False,0.07429407031530473,0.0066521946361464915,0.017998123223050225,0.03353925264757262
0,3.8190910318463023,91.0825091753694,91.0825091753694,0.0765941841832854,0,1,1.0,1.0,False,0.08331443807638056,0.006543718184186223,0.016909899342475266,0.0317494750081252
0,2.335262436639506,82.89970502749934,82.89970502749934,0.0536513318652501,0,1,1.0,1.0,False,0.07636726468541422,0.006449593300267986,0.016616531950925904,0.03166596967530172
0,2.274056364284932,55.62344196369143,55.62344196369143,0.069259086412463,0,1,1.0,1.0,False,0.0847958453730087,0.00709654261087035,0.01828664059191778,0.03275001368894892
0,2.3255764858456573,88.54761792610708,88.54761792610708,0.0464946703676826,0,1,1.0,1.0,False,0.08057688350020094,0.007148586527827662,0.017681332221815508,0.030194109714541045
0,2.788143968650451,97.99771348878444,97.99771348878444,0.0437098244027889,0,1,1.0,1.0,False,0.06532756764645958,0.006512248238068017,0.014135019059527658,0.026449055746421403
0,2.904270821172348,75.3833460698341,75.3833460698341,0.0731453781084101,0,1,1.0,1.0,False,0.08001558625383767,0.006342073263571108,0.019307178029132826,0.03309115291547829
0,3.904935199759561,98.80347405860826,98.80347405860826,0.0690221021774664,0,1,1.0,1.0,False,0.072497178890225,0.006458519592764924,0.01326053613713269,0.030591782946481322
0,4.461648244941934,97.87819256150584,97.87819256150584,0.0900966199043202,0,1,1.0,1.0,False,0.07190957421449806,0.006789487575472026,0.01840328199008267,0.03270167780184375
0,2.146404856842272,97.01759867895402,97.01759867895402,0.0313020980214545,0,1,1.0,1.0,False,0.06508825387038826,0.006542569597172282,0.011283465933252237,0.025193232486679974
0,2.2619636223570594,95.36497462938868,95.36497462938868,0.0468300922487549,0,1,1.0,1.0,False,0.07099988152983623,0.006432922918812549,0.01868192932514858,0.03424705199409535
0,3.060576098580091,43.70112030250466,43.70112030250466,0.1093824097465044,0,1,1.0,1.0,False,0.07953930210489107,0.00643306551778487,0.01839647973865962,0.033594679598025645
0,3.5015236726377448,71.3385174397074,71.3385174397074,0.0847960135572563,0,1,1.0,1.0,False,0.07614042799755466,0.006856109736457668,0.01576607233150537,0.033679704491170456
0,3.72797883281911,86.04916042481157,86.04916042481157,0.0823025944025312,0,1,1.0,1.0,False,0.08328712890148456,0.006839525041703881,0.017525322183864663,0.033323054706251576
0,4.49200860263888,60.90320094696562,60.90320094696562,0.1308737480665171,0,1,1.0,1.0,False,0.07985606618740451,0.0065548572380506945,0.01778017538119701,0.033266537572541804
0,4.926610023239134,92.39807832652708,92.39807832652708,0.0940247253681546,0,1,1.0,1.0,False,0.07108404601946222,0.006499088249641878,0.015684542649429697,0.03265424260472072
0,3.8608772280301658,51.11566338619061,51.11566338619061,0.1209341968847152,0,1,1.0,1.0,False,0.07655192709552032,0.006329257881488648,0.01888189873151041,0.034087881619000976
0,1.7804326587278902,80.81612459111764,80.81612459111764,0.0423245795861998,0,1,1.0,1.0,False,0.07233458468827457,0.006350159976621382,0.017957030219672748,0.03321564316083555
0,3.607144948298826,74.75260455832209,74.75260455832209,0.1042264486912664,0,1,1.0,1.0,False,0.07864451118335404,0.006330661295215083,0.017782844172910116,0.03433668720962543
0,3.909649566673016,90.85035846048318,90.85035846048318,0.0757241779223327,0,1,1.0,1.0,False,0.07518914604778382,0.007159046365342909,0.015059616181529789,0.029123750957362794
0,4.477208131891003,90.5012475176762,90.5012475176762,0.0686652010090046,0,1,1.0,1.0,False,0.07186491302864864,0.006542169272293662,0.01392675648961625,0.030790893535291478
0,3.427389119598315,95.34489208138034,95.34489208138034,0.0720453482626267,0,1,1.0,1.0,False,0.07887028376005537,0.006564785046131367,0.016765538226044166,0.033231852694082145
0,4.619418058875209,58.97004393442208,58.97004393442208,0.1390887676449129,0,1,1.0,1.0,False,0.07232895499390642,0.006061581296867875,0.018520768083300828,0.03331583658668699
0,2.2081866741522145,55.182512786457366,55.182512786457366,0.0710960092213065,0,1,1.0,1.0,False,0.08252580833639168,0.0067227690508071935,0.018789665577526787,0.03437683325335486
0,4.272924107207729,55.4985523686189,55.4985523686189,0.1347932169461624,0,1,1.0,1.0,False,0.08116654428334412,0.006445394715985469,0.01861612312957165,0.03521549220423052
0,1.8542203931366648,97.46825581355871,97.46825581355871,0.0289252825624705,0,1,1.0,1.0,False,0.06913047762040642,0.006307435059755395,0.01632801952254014,0.030276488978273956
0,2.944710487189262,94.74063007064044,94.74063007064044,0.0623026137477572,0,1,1.0,1.0,False,0.07384471789130673,0.006594957948720317,0.01751106383738076,0.03299188209734706
0,3.692979551484532,81.00411770401602,81.00411770401602,0.0829886930125296,0,1,1.0,1.0,False,0.07516330240290597,0.007425839029323624,0.016954388998017954,0.030008261935542083
0,4.1126153714697775,97.4766791606136,97.4766791606136,0.0756247134163491,0,1,1.0,1.0,False,0.07460245835381667,0.006543353278977977,0.017062076734749302,0.029319351511552596
0,2.6908748154234363,95.17469580759972,95.17469580759972,0.0339738993414121,0,1,1.0,1.0,False,0.0590961306223184,0.008231149064356364,0.010723158333208315,0.024527144339660908
0,3.7276835437437454,98.4113808759698,98.4113808759698,0.0677849917804261,0,1,1.0,1.0,False,0.07705803762585506,0.006987423490070754,0.018324607226613242,0.031978733565269854
0,4.357648561686565,89.71969118581801,89.71969118581801,0.0919020178489282,0,1,1.0,1.0,False,0.07837961945229881,0.00641132995775274,0.016567306214409584,0.03128118387941932
0,4.576515035056715,99.50787674445628,99.50787674445628,0.0854146189907748,0,1,1.0,1.0,False,0.07475211283926503,0.006926699817161496,0.015483393556305881,0.03330673139634912
0,4.947376223828313,64.88499476142715,64.88499476142715,0.1378235020482528,0,1,1.0,1.0,False,0.07992937388449296,0.006299937545582022,0.019412467355212393,0.033784930409380375
0,4.423680342326291,72.68839211032345,72.68839211032345,0.1072520479688578,0,1,1.0,1.0,False,0.07154846443808781,0.006300872721134077,0.01762592893368278,0.03375140990031735
0,4.611627304158931,61.29019675055134,61.29019675055134,0.1298433182266092,0,1,1.0,1.0,False,0.07841410905212194,0.006024445210095747,0.01793786883046207,0.029039047219433366
0,1.8735659901807609,81.93165088026939,81.93165088026939,0.0321678828023216,0,1,1.0,1.0,False,0.07158981610472454,0.006637720196929375,0.012085573985381425,0.025351661549094618
0,4.257448067494875,96.08096733788764,96.08096733788764,0.0948225499379466,0,1,1.0,1.0,False,0.07615132280860103,0.006850988549889273,0.01900760098749593,0.034322648165498605
