,concentration,stickiness_wi,stickiness_bt,sparsity,pvar,lrate,lratep,decay_rate,skipt1,b_mse1,b_mse2,i_mse1,i_mse2
0,4.555287966749178,76.87767667352368,76.87767667352368,0.1174785045762383,0,1,1.0,1.0,False,0.07919939056295447,0.006518209463832829,0.017492149715153085,0.03348520748935801
0,3.0131695739642304,94.66040640557968,94.66040640557968,0.0505175603499438,0,1,1.0,1.0,False,0.07392833895995989,0.006894650806234776,0.013499800198625176,0.03166877105627721
0,2.313012474140824,68.42140878282268,68.42140878282268,0.068371476317529,0,1,1.0,1.0,False,0.07906576466054269,0.00734832378906325,0.01914682455503109,0.033324272722053225
0,4.583125015162089,84.96707425242931,84.96707425242931,0.0993895566104914,0,1,1.0,1.0,False,0.08208334659519173,0.006186489689331771,0.01832791499020642,0.030822820302215632
0,4.252342594484778,49.866481992441706,49.866481992441706,0.1526897577428251,0,1,1.0,1.0,False,0.07736123627954555,0.006027773635499116,0.01828087381045975,0.03365560628156798
0,3.3277968132116795,92.23272829125172,92.23272829125172,0.0671468142710498,0,1,1.0,1.0,False,0.07507972312803787,0.007096948023932732,0.01693269128025046,0.03366329693788584
0,3.157228790213038,74.57655888257939,74.57655888257939,0.0927303993699992,0,1,1.0,1.0,False,0.0771939997639212,0.006757035682377559,0.017768161015706392,0.03316838219426307
0,1.2966407522480972,87.34594841126285,87.34594841126285,0.0261987389862265,0,1,1.0,1.0,False,0.08046548582499398,0.006655593272404705,0.01564651905079699,0.03226539589735685
0,4.4623796065631645,98.75616051727144,98.75616051727144,0.0811183324955389,0,1,1.0,1.0,False,0.07576292152155006,0.007166830926248012,0.014971133650726255,0.030830509668264294
0,4.8775159672503445,83.2826671659458,83.2826671659458,0.1320505974229314,0,1,1.0,1.0,False,0.07359689587522449,0.00645336859798887,0.019464334534753155,0.03303379875604226
0,2.0714154900032966,95.84449679663052,95.84449679663052,0.034955371979575,0,1,1.0,1.0,False,0.07374564420812295,0.006581182177797732,0.01802684715117267,0.031985263129779506
0,3.1594588933379866,92.94546859310792,92.94546859310792,0.0672499968125378,0,1,1.0,1.0,False,0.07764599565521418,0.006852506938338888,0.017358432895464477,0.0323579776682835
0,1.615485124223599,87.96322554355555,87.96322554355555,0.0547169403306114,0,1,1.0,1.0,False,0.07537288944708942,0.006392883603498623,0.018577163082910374,0.03419245262502066
0,4.572734541446087,77.57187973287502,77.57187973287502,0.1307546523434553,0,1,1.0,1.0,False,0.0788781946767756,0.006824458635432031,0.01843596647319389,0.0351942427558047
0,4.983391382050273,97.87789368577496,97.87789368577496,0.0843380817235927,0,1,1.0,1.0,False,0.07178459596935108,0.006435520289766736,0.015532679046985796,0.03364998693850116
0,2.6801127757213155,57.17428367921589,57.17428367921589,0.0772597939217422,0,1,1.0,1.0,False,0.07788758087525845,0.00658179295588961,0.017659570890043857,0.03340417780248166
0,2.771893498901879,83.71967593860795,83.71967593860795,0.0626027314856784,0,1,1.0,1.0,False,0.07276962806482566,0.0064641532481498,0.01756058353204544,0.03401997239666306
0,2.8638204098949918,91.07442892196634,91.07442892196634,0.0721132660916014,0,1,1.0,1.0,False,0.07700363745644957,0.0066784327490750995,0.018487874432026482,0.03473988147326683
0,4.232348258745296,70.681563814932,70.681563814932,0.108837570634584,0,1,1.0,1.0,False,0.08370296234721078,0.006525476973629462,0.01848140804235232,0.03384010528831428
0,1.545833119008611,71.56420066035821,71.56420066035821,0.0329995973837577,0,1,1.0,1.0,False,0.07616344688520599,0.006356876438048455,0.014830263413843263,0.031637196214959314
0,3.133297481341189,97.65916145213824,97.65916145213824,0.0525506172385092,0,1,1.0,1.0,False,0.07462249207712614,0.0065136631104136325,0.016971009917081316,0.0294790734244903
0,4.251325315586091,99.24691301972396,99.24691301972396,0.0661413081061332,0,1,1.0,1.0,False,0.07626307651718589,0.006167011556639081,0.013124367245807803,0.028245804525645946
0,3.816298440152414,85.52056063052702,85.52056063052702,0.0832343528303459,0,1,1.0,1.0,False,0.06965951326106755,0.006352146791477728,0.019020434482729384,0.0339571068943883
0,4.5904232338984965,81.7112286725116,81.7112286725116,0.1445933161349814,0,1,1.0,1.0,False,0.07190007152798873,0.006229040672775263,0.01881785589798416,0.03383543261407487
0,3.668604393681448,82.14559857035385,82.14559857035385,0.0878994935199116,0,1,1.0,1.0,False,0.073341767967643,0.006347875522722598,0.0191306751379537,0.033991325019120174
0,2.108439328957441,98.80105431571393,98.80105431571393,0.0303858214534584,0,1,1.0,1.0,False,0.06844750928173118,0.006422057671361761,0.014298815254830765,0.024610811102579122
