,concentration,stickiness,sparsity,pvar,lrate,lratep,decay_rate,skipt1,b_mse1,b_mse2,i_mse1,i_mse2
0,1.3767038867925183,94.80160517507204,0.017550288,0,1,1,1,FALSE,0.014799768297969305,0.006211552,0.013000913,0.025206641517160407
0,1.4117358044367023,86.44480849926008,0.012588631,0,1,1,1,FALSE,0.011925185045890305,0.011461654083103392,0.013801648614025202,0.017482425819624062
0,1.808494148946419,35.48190112563204,0.060969507,0,1,1,1,FALSE,0.012795119,0.007057055,0.013306278606379016,0.028318089466778315
0,2.147756242629562,50.10935179262085,0.045326603,0,1,1,1,FALSE,0.012095691122154896,0.016321212,0.00997441,0.021817431225488352
0,2.249385259447321,7.880439739266301,0.1321478693898551,0,1,1,1,FALSE,0.012736921194604003,0.006296943,0.013504278,0.020852094081785264
0,2.4800629479469114,92.90315946955452,0.029451752,0,1,1,1,FALSE,0.015253835,0.006462704,0.010393477502302587,0.023291613434874785
0,2.726448407320891,28.383061108945885,0.1088896673053068,0,1,1,1,FALSE,0.012891688110123405,0.006402082,0.017832944,0.031274994706135095
0,2.7705382158869147,88.74197511135095,0.038805108,0,1,1,1,FALSE,0.013169658517774132,0.007176917,0.012139272,0.026144370819581014
0,2.8612436228037152,27.18517232057848,0.1206907254348645,0,1,1,1,FALSE,0.011760841400683484,0.016334592,0.017453351593351842,0.031919601
0,2.968708597717261,3.2164038825504986,0.2090793762514782,0,1,1,1,FALSE,0.011526593230252727,0.005873467,0.060523343,0.011082234180013141
0,3.0039913869821384,9.815337792371825,0.1650730280360124,0,1,1,1,FALSE,0.010038574922350932,0.012646449118424042,0.014302203,0.025470024
0,3.174748513432806,93.97214226545486,0.048914823,0,1,1,1,FALSE,0.015268549144432663,0.006292139,0.011550438091755514,0.026043399426058055
0,3.3046519938404586,60.93300073409774,0.066190848,0,1,1,1,FALSE,0.012822763952532958,0.006890419,0.012583933,0.028945035853189825
0,3.6307081027225454,56.88411079348386,0.088776049,0,1,1,1,FALSE,0.012379978998614077,0.006991493,0.01633276,0.030368692524858368
0,3.9566410796021456,80.46695391215042,0.1097235830487456,0,1,1,1,FALSE,0.014540703607730307,0.006320081,0.017466208253364864,0.032263182043170975
0,4.043034238,44.021624466833714,0.1149248024251932,0,1,1,1,FALSE,0.012361903501733107,0.016077896090912053,0.016472809,0.030693167548908388
0,4.058062777,3.943808789290643,0.028016463,0,1,1,1,FALSE,0.017053006418949718,0.008091302,0.015228657295051757,0.038748533
0,4.125347076,94.39094234272672,0.056934527,0,1,1,1,FALSE,0.013856722913940085,0.006287972,0.014195701633531623,0.027607728468835916
0,4.230918453617242,87.99628469934797,0.062272688,0,1,1,1,FALSE,0.012027601643165308,0.00912401,0.010665548043246455,0.024798760771234975
0,4.284612368018532,3.8479995661984656,0.2182331162241455,0,1,1,1,FALSE,0.012549744717160883,0.005633717,0.012861336319175637,0.041977274
0,4.291655879549328,6.224708922355337,0.313313984,0,1,1,1,FALSE,0.009780679,0.01327275,0.022946887726926345,0.014719000708367909
0,4.444045742073879,34.40305284289087,0.183050679,0,1,1,1,FALSE,0.012053595103224044,0.007498932,0.01748283,0.031700603
0,4.990833606533226,88.43088884194306,0.1099198031679634,0,1,1,1,FALSE,0.014444732,0.006466648,0.018002749172116132,0.032366532
0,1.3765584787209373,44.20543328812744,0.057046257,0,1,1,1,FALSE,0.016772016326368922,0.007476896,0.018080133,0.034135883
0,1.5726941538205734,94.74119098171144,0.027285295,0,1,1,1,FALSE,0.016182924542572932,0.007055937,0.015685459022135705,0.028905998
0,2.515104146846052,67.81152231455809,0.05271294,0,1,1,1,FALSE,0.012059437445225188,0.00936636,0.014129107333933941,0.031030261038265693
0,4.112540326299621,31.55009009348898,0.1522912530878774,0,1,1,1,FALSE,0.011333534785459096,0.011692944,0.016505176303933774,0.029604226377520648
0,0.8647520355333027,4.962153212007076,0.067114196,0,1,1,1,FALSE,0.010047482112404908,0.010235381866414848,0.011053322916512509,0.018827946
0,2.1953178417774137,56.22650763,0.06119164,0,1,1,1,FALSE,0.012370077,0.007765807,0.016171731246995145,0.033736931
0,2.2912086716124973,47.19073755275138,0.061453917,0,1,1,1,FALSE,0.012963102613441269,0.007127568,0.014168932,0.029650817
0,3.727164972820216,6.146097605449425,0.2632741260115975,0,1,1,1,FALSE,0.009629153,0.009024298,0.025878105,0.009135932
0,3.811824675254426,74.16192734556887,0.070259966,0,1,1,1,FALSE,0.011872083127949375,0.012763767816484684,0.014243800216973503,0.026863474811056137
0,3.977748474403726,80.48819729,0.072752849,0,1,1,1,FALSE,0.012063208189849175,0.00884766,0.014716934,0.029836550894240924
0,4.155140018315958,30.62491547661877,0.1284849542192253,0,1,1,1,FALSE,0.013084466300727366,0.020122037532696136,0.012783112532899179,0.027113829
0,4.844669316057933,55.23019588614427,0.1131943931462525,0,1,1,1,FALSE,0.011890183158409782,0.013732288224642529,0.014936068078072306,0.026456929
0,4.961204122615813,75.26246187162549,0.1098505661881933,0,1,1,1,FALSE,0.013691918211334949,0.006334526,0.01904699,0.030871395013549175
0,1.1033447972225097,93.53519856079572,0.002217109,0,1,1,1,FALSE,0.011639540169729845,0.010952690035081236,0.034544185012802195,0.01573487
0,1.2810825983002343,19.667149361933035,0.062367603,0,1,1,1,FALSE,0.011766762318976354,0.007504963,0.017231278576420064,0.033461013
0,2.4120709000585543,1.996031299667356,0.098252456,0,1,1,1,FALSE,0.015532449638418828,0.006312958,0.034352014,0.045840661
0,4.072756874260089,35.46390211696909,0.1520643147898333,0,1,1,1,FALSE,0.011504812,0.011779700385681834,0.017852344336117466,0.034440226
0,4.914141114734449,9.217487904,0.2647670257158503,0,1,1,1,FALSE,0.009785351,0.020847939635599957,0.019608245211843487,0.013116802528225882
0,4.943173398342965,5.418600622518672,0.2876278054955584,0,1,1,1,FALSE,0.008396317,0.009339303,0.034287333,0.020516572958487272
0,1.5291993952690208,26.55358248427331,0.061401138,0,1,1,1,FALSE,0.011836497766871613,0.008610053,0.016855552624208313,0.032621243
0,1.5965859660374866,20.05207423082037,0.074877441,0,1,1,1,FALSE,0.011982533,0.010931485905970532,0.018310606199247455,0.031092685703586947
0,1.9182125000674737,2.3172800262976225,0.146594592,0,1,1,1,FALSE,0.014552405618543313,0.007774479,0.020481428,0.015614695622251255
0,2.4377404594182672,94.74561734706818,0.031464221,0,1,1,1,FALSE,0.016283558,0.007147533,0.010990472990196736,0.02850174
0,2.4730981173657574,93.86518201618048,0.016545547,0,1,1,1,FALSE,0.014063912588316066,0.005950583,0.016997510327062395,0.015956014
0,2.5275534802168504,2.627324774840498,0.06044007,0,1,1,1,FALSE,0.017312998,0.007952303,0.024522367707186108,0.044444944
0,2.925064430729023,53.64824759370018,0.055701219,0,1,1,1,FALSE,0.012090550230012513,0.017110762561885075,0.010938780129449132,0.022190273380644478
0,3.020516342447777,72.15781067,0.048998921,0,1,1,1,FALSE,0.012117086950363171,0.013815320128028023,0.010018374667987794,0.020063778660402144
0,3.2085938946317265,34.077491450958256,0.097572358,0,1,1,1,FALSE,0.013320235,0.021993370831921343,0.014197344145333808,0.025477105517470965
0,3.220117111120812,33.37505527468316,0.1303229155100947,0,1,1,1,FALSE,0.013364864544621095,0.006260911,0.018000162927235802,0.032465748
0,3.2583648134940764,78.31250250911935,0.064293675,0,1,1,1,FALSE,0.012764148645147992,0.007398617,0.015368546537991065,0.030662829
0,3.307511083,33.614693097690214,0.090179925,0,1,1,1,FALSE,0.013695032818091786,0.023568122580217326,0.010255197539009005,0.020040893425358988
0,3.562811039116044,90.87694433,0.027610471,0,1,1,1,FALSE,0.011958722,0.008458502,0.022069346907564114,0.014178383561541871
0,3.564198371530525,36.95017130833676,0.1035760165934241,0,1,1,1,FALSE,0.012179980322905896,0.010677133179636039,0.013348138623305248,0.021265067190178913
0,3.641213877,56.40290039486265,0.080482603,0,1,1,1,FALSE,0.012151438975750141,0.00931458,0.011887742067188687,0.022969263347097334
0,3.948363260960855,53.63425146372772,0.1366189519917085,0,1,1,1,FALSE,0.015333626193334537,0.006601716,0.018930774213554602,0.034188438
0,3.961921504042492,39.80132022296908,0.1260788881627038,0,1,1,1,FALSE,0.011811334483866615,0.009939326,0.015619682164903392,0.026609455400574876
0,4.181772163588753,37.30751687903812,0.1178389450247607,0,1,1,1,FALSE,0.013320486607426437,0.023950583,0.012519804405191603,0.026038368310701124
0,4.232253674807965,4.31883829,0.1696886092933539,0,1,1,1,FALSE,0.009543866,0.022874852,0.032543655184294064,0.025782811
0,4.347824269796022,63.68005158,0.078307747,0,1,1,1,FALSE,0.011963033139311893,0.013394050613305356,0.010419905667162539,0.025304875437880278
0,4.451291765139836,39.06410148691872,0.1303671269193486,0,1,1,1,FALSE,0.011857373297936855,0.011665337844655883,0.013771108,0.023425254
0,4.531442204357843,41.33468551216389,0.1132949893577849,0,1,1,1,FALSE,0.013277621,0.023666096023497386,0.012363950877109004,0.024390743
0,4.944388454467681,9.071606548638623,0.32278499,0,1,1,1,FALSE,0.009830428,0.008302034,0.009728929,0.014488600421793727
0,1.7305296997705506,5.860916423546871,0.086957134,0,1,1,1,FALSE,0.009592443,0.015601248057350277,0.021204727386957486,0.011237217582966837
0,2.714040461617244,38.46864209914117,0.1107420241095146,0,1,1,1,FALSE,0.012966912687077588,0.006776329,0.018726550313265065,0.03377202
0,3.0164090844366607,88.71076522177701,0.04319591,0,1,1,1,FALSE,0.015202125074491533,0.006222015,0.011563829811247065,0.026792854039198195
0,3.2513645112685783,80.85059315142179,0.059718974,0,1,1,1,FALSE,0.014332562099172828,0.006333154,0.014611129097504656,0.029442110954678337
0,3.3918597310230245,87.00221263491171,0.059831869,0,1,1,1,FALSE,0.014414396815864481,0.006117162,0.013942337,0.029702878
0,4.673521171312739,86.15012795408481,0.070292714,0,1,1,1,FALSE,0.01340621,0.006430166,0.012606481,0.026047862
0,1.1808963632795388,31.438043862725003,0.05265678,0,1,1,1,FALSE,0.012928806263031127,0.006537103,0.017400349,0.031488932
0,2.210152887234302,39.41395837886021,0.078503797,0,1,1,1,FALSE,0.014392257132089034,0.006284831,0.018209190783013685,0.033625162
0,2.4003549168473173,41.537883918283946,0.076451719,0,1,1,1,FALSE,0.011818155345936505,0.009227739,0.017401859967846232,0.030518787822785894
0,3.248319265,3.9338515372925262,0.078147975,0,1,1,1,FALSE,0.016963268,0.007932309,0.044268479,0.013152616
0,3.812327593496364,60.05626278225781,0.0642316,0,1,1,1,FALSE,0.012133369360204784,0.016025286,0.011286305899329458,0.021554581
0,4.577982581947491,67.54580613,0.1184590884939169,0,1,1,1,FALSE,0.0126282,0.007100625,0.016932116,0.032474829
0,0.3061350345232411,90.99414212,0.002351715,0,1,1,1,FALSE,0.012013448316545456,0.007738811,0.012981248331761992,0.01004738
0,1.4575876834430537,0.5903280978898889,0.073790924,0,1,1,1,FALSE,0.013137166049574836,0.003985504,0.026404015989676902,0.040449574
0,1.5866247066691952,7.098320480990029,0.1168754801953442,0,1,1,1,FALSE,0.014833846838204554,0.007339027,0.017667464049419827,0.032894891
0,1.9184923618418452,1.0828605404511626,0.00232384,0,1,1,1,FALSE,0.015330574870485725,0.006771013,0.014613317396788318,0.038134483
0,1.9337488362087063,77.51774458695766,0.039097851,0,1,1,1,FALSE,0.014612010863514793,0.006376287,0.013337378964369791,0.027820076824126506
0,2.1296671585095166,62.78391958486873,0.065955881,0,1,1,1,FALSE,0.015809333216678257,0.006911589,0.018155583,0.033720913
0,2.3038795213248764,10.89301708416816,0.1007322696449849,0,1,1,1,FALSE,0.010789036,0.018559993,0.010861582724521247,0.018176070929659813
0,2.425349811685345,22.03567019884188,0.096561393,0,1,1,1,FALSE,0.013114200614179214,0.022135478588674797,0.014723646301901505,0.026840786049698764
0,2.499823642521326,89.26453413,0.019877541,0,1,1,1,FALSE,0.013648858577917969,0.006202813,0.015844612401725525,0.013752345271231632
0,2.639830739183001,90.95718501083448,0.056406124,0,1,1,1,FALSE,0.016910132133208234,0.007676863,0.017891116,0.034009254
0,2.7983715787655026,76.26764651,0.072350064,0,1,1,1,FALSE,0.017359393273382418,0.007975388,0.017344676918792504,0.03337562
0,2.836665338971931,8.395966169053517,0.1700132671520838,0,1,1,1,FALSE,0.011744793455661595,0.020733284644868222,0.018254056,0.032494918
0,3.0453631104829206,57.14525237,0.077184492,0,1,1,1,FALSE,0.012217813022572101,0.007488749,0.017374670315582867,0.032563979
0,3.140425515303313,66.00637283345533,0.070245684,0,1,1,1,FALSE,0.012912799409896949,0.007049278,0.016720298,0.032239794278129404
0,3.5699595245055136,59.381575624201474,0.079183188,0,1,1,1,FALSE,0.012592245575325902,0.016965695735539382,0.015405270853547356,0.029710938001636863
0,3.626501369772213,64.43649537,0.054245056,0,1,1,1,FALSE,0.012015568,0.015768197,0.010775615045017482,0.022049715
0,3.7026863024335217,85.78583754,0.067598651,0,1,1,1,FALSE,0.013662423629117279,0.00649057,0.016179711,0.030448886897559896
0,3.762388347654071,87.4542847,0.053736481,0,1,1,1,FALSE,0.013270346855226402,0.006462928,0.010991150557415006,0.024585832095379415
0,3.988533740859638,43.22885136819078,0.1489926284419728,0,1,1,1,FALSE,0.012753035595617473,0.006231716,0.018626902,0.033565446617250264
0,4.510458824907229,29.583443845032978,0.1529612509501276,0,1,1,1,FALSE,0.011879244727998848,0.012891796598620551,0.014274338910941082,0.026631034653053085
0,4.665722850182036,58.73911699860616,0.1242606167140784,0,1,1,1,FALSE,0.012865407761499161,0.006458031,0.015666477,0.033269828
0,4.761021885471014,59.22930028415769,0.1517625326367703,0,1,1,1,FALSE,0.014040176,0.006158388,0.01865332,0.033449992
0,4.840879179934633,53.690201009128494,0.1536171836501265,0,1,1,1,FALSE,0.012499237,0.00667314,0.018868264688930603,0.03324457
0,1.587052455783811,63.09537724539225,0.031645708,0,1,1,1,FALSE,0.011988252182275203,0.009984542,0.014983324850661424,0.027435069235098954
0,1.6016328536937046,41.67054720995886,0.049938008,0,1,1,1,FALSE,0.012466991350151248,0.007168553,0.014485355996852238,0.027414437858564816
0,1.7431247666323042,83.050287,0.029776849,0,1,1,1,FALSE,0.014514023517306806,0.006301315,0.013469017227497349,0.028846739770378996
0,1.985809650053508,40.27183826476608,0.0572127,0,1,1,1,FALSE,0.012026513211188673,0.013530781059082848,0.015430298177990609,0.028301091177550478
0,2.8528065060492653,3.092857242345129,0.1939411405609661,0,1,1,1,FALSE,0.012311626653536006,0.006334741,0.034552772,0.015474907781022567
0,3.1485075509269227,57.54647463709866,0.059331815,0,1,1,1,FALSE,0.011674858984747474,0.012341466832827998,0.011045838796642053,0.022609744220488937
0,3.9354946620484217,99.18357695623116,0.053834574,0,1,1,1,FALSE,0.015713221307027535,0.00675671,0.012131111,0.024042102
0,4.069981876391506,60.75483626312426,0.091634776,0,1,1,1,FALSE,0.012654396492585887,0.006752226,0.012751044401466807,0.027731953957076484
0,4.1431695696048525,62.207116486920384,0.093097235,0,1,1,1,FALSE,0.011819828772050097,0.009076327,0.015758473037159732,0.026940884
0,4.278856217639552,18.73821090474498,0.2015438053940548,0,1,1,1,FALSE,0.010809647,0.012843213036641692,0.016528771,0.029864708
0,4.598677799078683,6.732875219760639,0.3854965990967692,0,1,1,1,FALSE,0.011915256,0.005622071,0.011006072408617774,0.010372346556334977
0,4.885403117289268,33.640752672759696,0.173303525,0,1,1,1,FALSE,0.012702053341521436,0.018825469335452844,0.016841177231745833,0.030397731
0,4.899843299734232,91.95155254534043,0.043891727,0,1,1,1,FALSE,0.011654102473775334,0.008146782,0.015379861856716128,0.015282383580929464
0,1.0125946560534334,0.06559933,0.014279943,0,1,1,1,FALSE,0.016153613186563245,0.007462105,0.029866084490109034,0.050054708
0,1.8542563285439777,64.56412038600625,0.03309195,0,1,1,1,FALSE,0.012606454307922604,0.018976658347080816,0.012566357547383156,0.026620126
0,3.6220891652569938,43.21165180060255,0.1161784305973272,0,1,1,1,FALSE,0.012782925998606278,0.006752005,0.01818926,0.033295723
0,4.0068730874233855,63.53833181580285,0.074408266,0,1,1,1,FALSE,0.012431912014770462,0.017004834344850478,0.012713061132789227,0.022345991648755587
0,4.301294000191289,99.18849675454535,0.053977159,0,1,1,1,FALSE,0.016454564826078998,0.007471523,0.011026996907316485,0.021790383
0,4.902173803054169,92.16352196,0.077661465,0,1,1,1,FALSE,0.015184760147775884,0.006640073,0.011131484,0.028005628
0,1.2149104884307391,24.25768705188976,0.067155207,0,1,1,1,FALSE,0.012364849983853786,0.006603333,0.018144605,0.033377677
0,2.0665690493926987,85.19162166650507,0.044564265,0,1,1,1,FALSE,0.015923997,0.006692527,0.016636879016945647,0.029029543871510147
0,3.815729728997153,8.942916559593703,0.2469114088811306,0,1,1,1,FALSE,0.010307526572804138,0.014890467138248653,0.015070934647978934,0.026352909885620158
0,4.005557425704273,95.15333836004922,0.014833773,0,1,1,1,FALSE,0.011724824714167803,0.006835857,0.031675473,0.014671616278200213
0,0.7084835992480071,1.3354469069108543,0.059494402,0,1,1,1,FALSE,0.009022222,0.008017432,0.016362784863558324,0.04026603
0,1.215783926,2.097583222719732,0.069850143,0,1,1,1,FALSE,0.014788628899714315,0.007011158,0.029001147,0.046706722
0,2.9007435044296304,3.786238760293632,0.2190506624543524,0,1,1,1,FALSE,0.013348827757957128,0.006630038,0.033328593,0.011996665392771286
0,3.5285251619894886,34.83069724028944,0.1115084453777011,0,1,1,1,FALSE,0.012973823411960113,0.020103245232874628,0.014170552979668656,0.029211515
0,3.570836118641142,30.805021396308742,0.1451053203451305,0,1,1,1,FALSE,0.011938009359801813,0.010861272357914698,0.018670543169140987,0.033415359
0,3.64011581,98.89253286628804,0.040482677,0,1,1,1,FALSE,0.015364842236214418,0.006407599,0.011319017113820525,0.019176015
0,3.8110174026987256,22.297428043826564,0.1576624155826864,0,1,1,1,FALSE,0.011761803310788022,0.011467670593745151,0.016308714102729285,0.029368733622933515
0,3.941236763569826,88.06714127226583,0.095708865,0,1,1,1,FALSE,0.016394958336268885,0.00704132,0.017377594,0.034221058
0,4.109095468939027,94.10161894700732,0.08354776,0,1,1,1,FALSE,0.016041423247857532,0.007273783,0.015611794433634852,0.031824638
0,4.208490646830044,64.87161715363378,0.093187573,0,1,1,1,FALSE,0.012147295450933513,0.007401001,0.013983589980453832,0.030823820900801414
0,4.775475609980775,71.70928553118016,0.08752335,0,1,1,1,FALSE,0.012996888343084934,0.020733932,0.013489763553947494,0.028066027
0,4.958465555080664,79.82929765692539,0.087649975,0,1,1,1,FALSE,0.012834023042165726,0.00664238,0.012687978512259198,0.027775963
0,1.8533865823798497,16.458789217530388,0.086821081,0,1,1,1,FALSE,0.011563733840563972,0.017137721,0.016473334347030057,0.029652241024803665
0,2.724403104700716,91.23656820933792,0.039603526,0,1,1,1,FALSE,0.014870650955759079,0.006337096,0.011736103000592388,0.027456375141745974
0,2.8800651952141383,77.09786592184749,0.068920983,0,1,1,1,FALSE,0.014344574903488259,0.006143577,0.016771604,0.033587228369839406
0,3.719598195655398,14.318986838678224,0.2137207729446679,0,1,1,1,FALSE,0.012622915474692496,0.006087612,0.017915226282286353,0.032770587
0,4.9872102823724855,36.35716509487974,0.1770372373757874,0,1,1,1,FALSE,0.011854491509483452,0.007730293,0.018023542442962923,0.033958858136529435
0,0.042382682,87.73324469210877,0.006571786,0,1,1,1,FALSE,0.013262755793257273,0.012513418356178328,0.017751202217301133,0.032089498444666395
0,0.7416116528874311,99.24053874,0.004441844,0,1,1,1,FALSE,0.015221909,0.006698806,0.019742837,0.014580809633940121
0,1.195180994084109,58.46369232773739,0.025883316,0,1,1,1,FALSE,0.012120727301288308,0.009197076,0.013370842725193692,0.028470908761741392
